"ID","ID2","Item title","Final URL","Image URL","Item subtitle","Item description","Item category","Price","Sale price","Contextual keywords","Item address","Tracking template","Custom parameter","Final mobile URL","Android app link","iOS app link","iOS app store ID","Formatted price","Formatted sale price"
"6500W_WHI_S_CNF","","Mcd hex shooter arm sleeve","http://ballzy.eu/et/product/mcd-hex-shooter-arm-sleeve-6500w-whi-s-cnf","https://o.cropink.com/i/p-i/1d70d0c0-8511-485f-8449-2da1f11e776d","","Arm compression maintains muscle warmth and prevents abrasions and scratches Vaata lähemalt ballzy.eu.","Kids' Accessories","24.00 EUR","14.00 EUR","Mcdavid;White;Basketball;in stock;Yes;Mcdavid;Male|Female|Children","","","","","","","","",""
"921826_101_9_CNF","","Nike air max 97","http://ballzy.eu/et/product/nike-air-max-97-921826-101-9-cnf","https://o.cropink.com/i/p-i/549c1fec-1870-4cdc-9780-3eea50a70aae","","<html><body><p> järgmine peatus: nike air max 97, mille originaalne laineline disain on inspireeritud jaapani kiirrongidest, võimaldab sul oma stiili täie hooga edasi viia. võttes revolutsioonilise täispika nike airi üksuse, mis raputas jooksumaailma, ning lisades sellele värsked värvid ja teravad detailid, saad sõita esmaklassilises mugavuses&hellip; toote omadused: mesh ja sünteetilised materjalid pealsel säilitavad og voolava välimuse, lisades samas mugavust ja vastupidavust&hellip; algselt j Vaata lähemalt ballzy.eu.","Men's Street Shoes","209.00 EUR","109.00 EUR","Nike;White;Lifestyle;in stock;Yes;Nike;Male","","","","","","","","",""
"AV3042_100_8_CNF","","Air force 1 flyknit 2.0","http://ballzy.eu/et/product/air-force-1-flyknit-2-0-av3042-100-8-cnf","https://o.cropink.com/i/p-i/29b411bc-e8d1-43b5-9fd9-5c47af64fcaf","","<html><body><p> kerge kui õhelegend&hellip; nike air force 1 flyknit 2.0, mis on inspireeritud alates 1982. aastast väljakuid valitsevast kingast, toob tagasi af1-i, mis on kergem kui kunagi varem. flyknit-konstruktsioon koos klassikalise af1 disainiliinidega pakub vanakooli korvpallivibuusi, mis on pehmekaaluline&hellip; tooteomadused: nike air tehnoloogia pakub suurepärast pehmendust&hellip; flyknit konstruktsioon kohandub sinu jalale, pakkudes tuge ja kerget tunnetust&hellip; vahtpolster on p Vaata lähemalt ballzy.eu.","Men's Street Shoes","129.00 EUR","119.00 EUR","Nike;White;Lifestyle;in stock;Yes;Nike;Male","","","","","","","","",""
"B75806_8_CNF","","Samba og","http://ballzy.eu/et/product/samba-og-b75806-8-cnf","https://o.cropink.com/i/p-i/607733d2-ffeb-48fa-a58a-bd1a25da8d8d","","<html><body><p> samba on sündinud väljakul ja on tänavastiili ajatu ikoon. need jalatsid jäävad oma pärandile truuks pehme nahast pealse ja mokkade kattekihiga. </p></body></html> Vaata lähemalt ballzy.eu.","Women's Street Shoes","119.00 EUR","90.00 EUR","adidas Originals;White;Lifestyle;in stock;Yes;adidas Originals;Male|Female","","","","","","","","",""
"B75807_8_CNF","","Samba og","http://ballzy.eu/et/product/samba-og-b75807-8-cnf","https://o.cropink.com/i/p-i/bbbcb4ef-d220-46a5-af1e-ca4a3dc360f0","","<html><body><p> samba on sündinud väljakul ja on tänavastiili ajatu ikoon. need jalatsid jäävad oma pärandile truuks pehme nahast pealse ja mokkade kattekihiga. </p></body></html> Vaata lähemalt ballzy.eu.","Kids' Street Shoes","119.00 EUR","90.00 EUR","adidas Originals;Black;Lifestyle;in stock;Yes;adidas Originals;Male|Female|Children","","","","","","","","",""
"SX4508_965_S_CNF","","U nk v cush crew 3p value 108","http://ballzy.eu/et/product/u-nk-v-cush-crew-3p-value-108-sx4508-965-s-cnf","https://o.cropink.com/i/p-i/a101d71c-8d4b-4481-bf03-20c8dd1d19cc","","Nike pehmed polsterdatud sokid on valmistatud pehmest, higi eemale juhtivast materjalist, mis on tihedalt ümber jala istuva disainiga, tagades kestva mugavuse jõusaalis või igapäevaseks kasutamiseks.higi eemale juhtiv tehnoloogia aitab hoida sind kuiva ja mugavana.tugevdatud kand ja varbaosa suurendavad vastupidavust kõrge kulumisega kohtades. Vaata lähemalt ballzy.eu.","Men's Socks","15.00 EUR","","Nike;Gray;Lifestyle;in stock;No;Nike;Male","","","","","","","","",""
"SX7667_100_S_CNF","","U nk everyday cush ankle 3pr","http://ballzy.eu/et/product/u-nk-everyday-cush-ankle-3pr-sx7667-100-s-cnf","https://o.cropink.com/i/p-i/c6da3aa7-3e3e-4ea9-af1d-39004a8007b7","","mugavus ja toestus./>läbi oma treeningud nike everyday cushioned socks sokkidega. paks terry tallaosa annab sulle lisamugavust jalgade harjutuste ja tõstete jaoks, samal ajal kui võlvi ümber on liibuv ja toetav riba ekstrateotuse jaoks.dri-fit tehnoloogia aitab hoida su jalad kuivana ja mugavana.paks terry tallaosa pakub mugavust ja põrutuse neeldumist.võlvi ümber olev riba annab toetava tunde.1/4-pikkusega lõige katab su pahkluu. Vaata lähemalt ballzy.eu.","Men's Socks","19.00 EUR","","Nike;White;Basketball;in stock;No;Nike;Male|Female|Children","","","","","","","","",""
"SX5854_010_S_CNF","","U j flight crew","http://ballzy.eu/et/product/u-j-flight-crew-sx5854-010-s-cnf","https://o.cropink.com/i/p-i/4a4428cd-2529-4737-849c-54ec83c3910e","","<html><body><p> sneaker's best friend&hellip; jordan flight crew sokid toovad tulemusliku korvpalli eelised sinu sokisahtlisse. need on mugavad, venivad ja pehmed, sisseehitatud pehmendusega ja hingavusega. higi ärajuhtiv tehnoloogia aitab hoida jalad liikvel olles mugavalt &hellip; toote omadused: pehme, veniv trikookangas pakub mugavat ja mugavat istuvust&hellip; sissekootud pehmendus aitab jalga pehmendada olulistes kohtades&hellip; sissekootud võrk tagab hingavuse&hellip; kaaristuge venib ja Vaata lähemalt ballzy.eu.","Men's Socks","17.00 EUR","12.00 EUR","Jordan;Black;Basketball;in stock;Yes;Jordan;Male","","","","","","","","",""
"SK0110_010_S_CNF","","U nk nsw evry essential ankle","http://ballzy.eu/et/product/u-nk-nsw-evry-essential-ankle-sk0110-010-s-cnf","https://o.cropink.com/i/p-i/333e0d6d-bd5e-46ad-93a1-9c855bdcc11b","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Socks","17.00 EUR","","Nike;Black;Basketball;in stock;No;Nike;Male|Female|Children","","","","","","","","",""
"SK0110_101_S_CNF","","U nk nsw evry essential ankle","http://ballzy.eu/et/product/u-nk-nsw-evry-essential-ankle-sk0110-101-s-cnf","https://o.cropink.com/i/p-i/98cf3aac-2c61-4b3e-a464-562b24255fd3","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Socks","17.00 EUR","","Nike;White;Basketball;in stock;No;Nike;Male|Female|Children","","","","","","","","",""
"KOSMONAUT_1_S_CNF","","Ballzy skullman","http://ballzy.eu/et/product/ballzy-skullman-kosmonaut-1-s-cnf","https://o.cropink.com/i/p-i/4b406931-0e33-4907-9c59-6686eeabf0a3","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Hoodies","49.00 EUR","","Ballzy;Blue;Lifestyle;in stock;No;Ballzy;Male|Female","","","","","","","","",""
"SX5855_101_M_CNF","","U j flight ankl","http://ballzy.eu/et/product/u-j-flight-ankl-sx5855-101-m-cnf","https://o.cropink.com/i/p-i/b1cdc35c-3abd-4525-a82c-f6f62c477959","","<html><body><p> vööndipõhine jahutus. vede väljendamine. targeted cushioning&hellip; jordan ultimate flight quarter 2.0 korvpallisokkidel on pehme disain koos sihipärase pehmendusega, mis aitab teil väljakul mugavalt käia. võrgustiku ventilatsioonitsoonid ja higi ärajuhtiv tehnoloogia aitavad hoida teid jahedana ja kuivana kogu 4. veerandi jooksul&hellip; toote omadused: dri-fit tehnoloogia aitab sind mugavalt ja kuivana hoida&hellip; mitme tihedusega pehmenduskapslid aitavad jalga polsterdada&h Vaata lähemalt ballzy.eu.","Men's Socks","19.00 EUR","10.00 EUR","Jordan;White;Basketball;in stock;Yes;Jordan;Male|Female|Children","","","","","","","","",""
"SX7666_100_M_CNF","","U nk everyday cush crew 6 pairs","http://ballzy.eu/et/product/u-nk-everyday-cush-crew-6-pairs-sx7666-100-m-cnf","https://o.cropink.com/i/p-i/35c1a225-c324-4b50-b0ff-cee70e540a6e","","<html><body><p> mugavus ja tugevus&hellip; nike everyday cushioned sokid annavad jõudu treeningule. paks froteepõhi annab sulle lisamugavust jalaharjutuste ja tõstete tegemiseks, samas kui ribiline kaareriba ümbritseb sinu keskjalga, et tagada toetav tunne&hellip; toote omadused: dri-fit tehnoloogia aitab hoida jalad kuivana ja mugavalt&hellip; paks froteepõhi pakub mugavust ja löögiabi&hellip; ribitud kaareriba pakub toetavat tunnet&hellip; crew-siluett katab pahkluu ja alajäseme&hellip; tooteo Vaata lähemalt ballzy.eu.","Men's Socks","29.00 EUR","","Nike;White;Basketball;in stock;No;Nike;Male|Female|Children","","","","","","","","",""
"SX7664_100_S_CNF","","U nk everyday cush crew 3 pairs","http://ballzy.eu/et/product/u-nk-everyday-cush-crew-3-pairs-sx7664-100-s-cnf","https://o.cropink.com/i/p-i/4d9fb1d7-0f58-44ab-b217-a9f9b1b8231f","","<html><body><p> nike everyday cushioned sokid annavad jõudu treeningule. higi ärajuhtiv tehnoloogia aitab sind kuivana ja jahedana hoida, samas kui paks froteepõhi annab sulle mugavust intensiivsete tõste ja lisakilomeetrite läbimiseks. sokkide paelaga kaetud kaareosa on su jala ümber mugav ja toetav. 3 paari pakend tähendab, et teil on alati varuplaan&hellip; toote omadused: nike dri-fit-tehnoloogia juhib higi nahast eemale, et see aurustuks kiiremini, aidates sul kuivana ja mugavalt püsida.'.  Vaata lähemalt ballzy.eu.","Kids' Socks","24.00 EUR","","Nike;White;Lifestyle;in stock;No;Nike;Male|Female|Children","","","","","","","","",""
"SX5544_010_S_CNF","","U j everyday max ankl 3pr","http://ballzy.eu/et/product/u-j-everyday-max-ankl-3pr-sx5544-010-s-cnf","https://o.cropink.com/i/p-i/5f5ed1c9-bd1a-4bbc-93fc-30539d1481e9","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Socks","17.00 EUR","","Jordan;Black;Lifestyle;in stock;No;Jordan;Male","","","","","","","","",""
"S20274_3942_CNF","","Trefoil liner socks 3 pairs","http://ballzy.eu/et/product/trefoil-liner-socks-3-pairs-s20274-3942-cnf","https://o.cropink.com/i/p-i/17f7b0a1-5b36-4775-9ace-8e571ef346ce","","<html><body><p> trefoil liner sokid annavad igapäevaelus kasutatavatele põhisokkidele originaalsust. need sokid on lõigatud nii, et neid ei oleks näha, kui neid kantakse koos tossudega, ning need on valmistatud kergelt venivast puuvillast ja nende jalapealsel on trefoil kujutis. </p></body></html> Vaata lähemalt ballzy.eu.","Kids' Socks","12.00 EUR","","adidas Originals;White;Lifestyle;in stock;No;adidas Originals;Male|Female|Children","","","","","","","","",""
"12122741_OSFM_CNF","","Essential 940 wmns new york yankees","http://ballzy.eu/et/product/essential-940-wmns-new-york-yankees-12122741-osfm-cnf","https://o.cropink.com/i/p-i/45533d18-5c88-4013-8b8e-1c05355e747d","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Hats","29.00 EUR","","New Era;Black;Lifestyle;in stock;No;New Era;Female","","","","","","","","",""
"12122742_OSFM_CNF","","Essential 940 wmns new york yankees","http://ballzy.eu/et/product/essential-940-wmns-new-york-yankees-12122742-osfm-cnf","https://o.cropink.com/i/p-i/2c30cb66-4c9e-457a-85fd-934b64f93efd","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Hats","29.00 EUR","","New Era;Black;Lifestyle;in stock;No;New Era;Female","","","","","","","","",""
"83-450Z_CNF","","2016 olyp rbr latvija","http://ballzy.eu/et/product/2016-olyp-rbr-latvija-83-450z-cnf","https://o.cropink.com/i/p-i/7ab5257f-8651-4ec7-98cb-48d482b63ba9","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Kids' Basketballs","24.00 EUR","","Spalding;5980;Basketball;in stock;No;Spalding;Male|Children","","","","","","","","",""
"162050C_001_10_CNF","","Chuck 70 hi","http://ballzy.eu/et/product/chuck-70-hi-162050c-001-10-cnf","https://o.cropink.com/i/p-i/7afb2cb4-75ab-4ccf-a900-4a9ee2e3c1a7","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Street Shoes","94.00 EUR","74.00 EUR","Converse;Black;Lifestyle;in stock;Yes;Converse;Male|Female","","","","","","","","",""
"162058C_001_10_CNF","","Chuck 70 ox","http://ballzy.eu/et/product/chuck-70-ox-162058c-001-10-cnf","https://o.cropink.com/i/p-i/b1bbcce9-87c0-41a3-bb82-ecfe24161616","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Women's Street Shoes","89.00 EUR","45.00 EUR","Converse;Black;Lifestyle;in stock;Yes;Converse;Male|Female","","","","","","","","",""
"ballzy_pusa_roosa_XS_CNF","","Ballzy hoody","http://ballzy.eu/et/product/ballzy-hoody-ballzy-pusa-roosa-xs-cnf","https://o.cropink.com/i/p-i/01e74f08-4f71-4e5b-9ad8-a5993e0fc300","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Kids' Hoodies","49.00 EUR","","Ballzy;Pink;Lifestyle;in stock;No;Ballzy;Male|Female|Children","","","","","","","","",""
"SX7676_010_S_CNF","","U nk everyday ltwt crew 3pr","http://ballzy.eu/et/product/u-nk-everyday-ltwt-crew-3pr-sx7676-010-s-cnf","https://o.cropink.com/i/p-i/146bc7d1-522e-4b7f-bc5e-25d5c77924cf","","higi imav mugavus./>läbi oma treening nike'i igapäevaste sokkidega. peened niidid koos higi imava tehnoloogiaga aitavad hoida su jalad mugavatena ja kuivadena.dri-fit tehnoloogia aitab hoida su jalad kuivana ja mugavana.crew stiil katab su pahkluu ja sääre alumise sääre.soonikud aitavad sokke paigal hoida.võlvi ümber on liibuv ja toetav riba. Vaata lähemalt ballzy.eu.","Kids' Socks","19.00 EUR","","Nike;Black;Lifestyle;in stock;No;Nike;Male|Female|Children","","","","","","","","",""
"SX7676_100_S_CNF","","U nk everyday ltwt crew 3pr","http://ballzy.eu/et/product/u-nk-everyday-ltwt-crew-3pr-sx7676-100-s-cnf","https://o.cropink.com/i/p-i/91936585-ab4f-4dba-a5f9-53054aa1a441","","higi imav mugavus./>läbi oma treening nike'i igapäevaste sokkidega. peened niidid koos higi imava tehnoloogiaga aitavad hoida su jalad mugavatena ja kuivadena.dri-fit tehnoloogia aitab hoida su jalad kuivana ja mugavana.crew stiil katab su pahkluu ja sääre alumise sääre.soonikud aitavad sokke paigal hoida.võlvi ümber on liibuv ja toetav riba. Vaata lähemalt ballzy.eu.","Kids' Socks","19.00 EUR","","Nike;White;Lifestyle;in stock;No;Nike;Male|Female|Children","","","","","","","","",""
"SX7677_010_S_CNF","","U nk everyday ltwt ankle 3pr","http://ballzy.eu/et/product/u-nk-everyday-ltwt-ankle-3pr-sx7677-010-s-cnf","https://o.cropink.com/i/p-i/ede7145f-18d3-4ee2-92cf-26adf1266cb8","","Nike everyday lightweighti sokkidega sööstad võimsalt läbi oma treeningu. pehme kangas ja higiimav tehnoloogia hoiavad su jalad mugava ning kuivana. Vaata lähemalt ballzy.eu.","Kids' Socks","19.00 EUR","","Nike;Black;Lifestyle;in stock;No;Nike;Male|Female|Children","","","","","","","","",""
"SX7677_100_S_CNF","","U nk ed ltwt ankle 3p 132","http://ballzy.eu/et/product/u-nk-ed-ltwt-ankle-3p-132-sx7677-100-s-cnf","https://o.cropink.com/i/p-i/d0f154b7-f4f6-4e42-b0f6-e765659892a5","","Nike everyday lightweighti sokkidega sööstad võimsalt läbi oma treeningu. pehme kangas ja higiimav tehnoloogia hoiavad su jalad mugava ning kuivana. Vaata lähemalt ballzy.eu.","Kids' Socks","19.00 EUR","","Nike;White;Lifestyle;in stock;No;Nike;Male|Female|Children","","","","","","","","",""
"RAMMAR_PUSA_MUST_S_CNF","","Rämmar pusa","http://ballzy.eu/et/product/rammar-pusa-rammar-pusa-must-s-cnf","https://o.cropink.com/i/p-i/94c8676d-b3a9-4ce9-8eee-399bec5ccce8","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Kids' Hoodies","39.00 EUR","","Rämmar;Black;Lifestyle;in stock;No;Rämmar;Male|Female|Children","","","","","","","","",""
"CP003_CNF","","Crep protect - wipes 12 sachets","http://ballzy.eu/et/product/crep-protect-wipes-12-sachets-cp003-cnf","https://o.cropink.com/i/p-i/58a51ba7-dcf0-4b07-9bc8-7eb3bb4aefbb","","12 wipes per tin. individually sealed for freshness. travel size wipes perfect for those unexpected marks when you’re on the move. smooth side for general cleaning and textured side for tougher marks. cotton fresh scented. Vaata lähemalt ballzy.eu.","Kids' Shoe Care","9.00 EUR","","Crep Protect;Multicolored;Lifestyle;in stock;No;Crep Protect;Male|Female|Children","","","","","","","","",""
"CP010_CNF","","Crep protect laces white round","http://ballzy.eu/et/product/crep-protect-laces-white-round-cp010-cnf","https://o.cropink.com/i/p-i/ca17cdfd-7e98-4af0-8d69-b1a933e1a3e3","","The ultimate shoe lace. crep protect technology infused within the fibres of the lace to ensure maximum protection! repel liquid and prevent stains and protection will last up to 10 washes Vaata lähemalt ballzy.eu.","Kids' Shoe Care","7.00 EUR","","Crep Protect;Multicolored;Lifestyle;in stock;No;Crep Protect;Male|Female|Children","","","","","","","","",""
"CP014_CNF","","Crep protect eraser - suede  &amp; nubuck","http://ballzy.eu/et/product/crep-protect-eraser-suede-nubuck-cp014-cnf","https://o.cropink.com/i/p-i/e8495abc-2f80-400d-b2d7-720c3e0b6872","","Provides convenient and effective cleaning for suede and nubuck footwear. quick and easy-to-use gentle eraser for effective cleansing and re-buffing of nubuck and suede leathers. simply work the rubber into the affected area. Vaata lähemalt ballzy.eu.","Kids' Shoe Care","10.00 EUR","","Crep Protect;Multicolored;Lifestyle;in stock;No;Crep Protect;Male|Female|Children","","","","","","","","",""
"CP019_CNF","","Crep protect mark-on black midsole custom pen","http://ballzy.eu/et/product/crep-protect-mark-on-black-midsole-custom-pen-cp019-cnf","https://o.cropink.com/i/p-i/1304e5d8-773f-4178-8f94-986af625da4c","","The ultimate midsole custom pen. restore the fresh look of your midsoles or simply switch up the colours! Vaata lähemalt ballzy.eu.","Kids' Shoe Care","15.00 EUR","","Crep Protect;Multicolored;Lifestyle;in stock;No;Crep Protect;Male|Female|Children","","","","","","","","",""
"SX7840_010_S_CNF","","U nk evry plus cush ns foot 3p","http://ballzy.eu/et/product/u-nk-evry-plus-cush-ns-foot-3p-sx7840-010-s-cnf","https://o.cropink.com/i/p-i/5ecf8b1b-1d1b-492f-b42d-a0c5f2e8443b","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Kids' Socks","19.00 EUR","12.00 EUR","Nike;Black;Lifestyle;in stock;Yes;Nike;Male|Female|Children","","","","","","","","",""
"SX7589_010_M_CNF","","U jordan crew - nba","http://ballzy.eu/et/product/u-jordan-crew-nba-sx7589-010-m-cnf","https://o.cropink.com/i/p-i/f8045a4f-286b-4ed1-b51a-a9f7e85f5158","","<html><body><p> focused footwork: nba edition&hellip; jordan nba crew sokid pakuvad toetavat istuvust ja tunnetust. ümbritsev kaareriba haarab jalga, samal ajal kui tsooniline pehmendus aitab põrutusi neelata, kui jooksete väljakul&hellip; toote omadused: zonaalne pehmendus aitab absorbeerida lööki&hellip; kaarepael pakub mugavat ja turvalist istuvust&hellip; toote omaduste alapealkirjad: higi eemaldav tehnoloogia aitab sul kuivana ja mugavalt püsida&hellip; toote omaduste alapealkirjad: higi ee Vaata lähemalt ballzy.eu.","Men's Socks","24.00 EUR","","Jordan;Black;Basketball;in stock;No;Jordan;Male|Female|Children","","","","","","","","",""
"ballzycore_prolongsleeves_S_CNF","","Ballzy core longsleeve","http://ballzy.eu/et/product/ballzy-core-longsleeve-ballzycore-prolongsleeves-s-cnf","https://o.cropink.com/i/p-i/81224375-d770-45e0-afef-12bde9efaa17","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Men's Tees","29.00 EUR","","Ballzy;5980;Basketball;in stock;No;Ballzy;Male","","","","","","","","",""
"CI0919_100_6_CNF","","W af1 shadow","http://ballzy.eu/et/product/w-af1-shadow-ci0919-100-6-cnf","https://o.cropink.com/i/p-i/6f30ed15-e380-4b42-afc5-d25e36be41d5","","<html><body><p> duble the af1. double the fun&hellip; nike air force 1 shadow paneb klassikalise b-palli disaini mängulisele pöörde. kasutades mitmekihilist lähenemist, kahekordistades brändi ja liialdades kesksooli, rõhutab see af-1 dna-d julge, uue välimusega&hellip; toote omadused: 2 silmaalust, 2 porikaitset, 2 tagumist silmaalust ja 2 swoosh´i kujundust, mis tagavad mitmekihilise välimuse ja kahekordse brändi&hellip; vahtpolster ja sooneline välistald tagavad, et kinga on kerge, paindlik ja Vaata lähemalt ballzy.eu.","Women's Street Shoes","149.00 EUR","99.00 EUR","Nike;White;Lifestyle;in stock;Yes;Nike;Female","","","","","","","","",""
"8235SCN_CNF","","Net heavy duty","http://ballzy.eu/et/product/net-heavy-duty-8235scn-cnf","https://o.cropink.com/i/p-i/0d6adc32-0aca-4637-9091-74c58499d370","","Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.","Kids' Accessories","11.00 EUR","","Spalding;Multicolored;Basketball;in stock;No;Spalding;Male|Female|Children","","","","","","","","",""
