sku_id,title,description,availability,condition,price,link,image_link,brand,video_link,additional_image_link,age_group,color,gender,item_group_id,google_product_category,material,pattern,product_type,sale_price,sale_price_effective_date,shipping,shipping_weight,gtin,mpn,size,tax,ios_url,ios_app_store_id,ios_app_name,iPhone_url,iPhone_app_store_id,iPhone_app_name,iPad_url,iPad_app_store_id,iPad_app_name,android_url,android_package,android_app_name,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4
SX7666_100_M_CNF,U nk everyday cush crew 6 pairs,"<html><body><p> mugavus ja tugevus&hellip; nike everyday cushioned sokid annavad jõudu treeningule. paks froteepõhi annab sulle lisamugavust jalaharjutuste ja tõstete tegemiseks, samas kui ribiline kaareriba ümbritseb sinu keskjalga, et tagada toetav tunne&hellip; toote omadused: dri-fit tehnoloogia aitab hoida jalad kuivana ja mugavalt&hellip; paks froteepõhi pakub mugavust ja löögiabi&hellip; ribitud kaareriba pakub toetavat tunnet&hellip; crew-siluett katab pahkluu ja alajäseme&hellip; tooteo Vaata lähemalt ballzy.eu.",in stock,new,29.00 EUR,https://ballzy.eu/et/product/u-nk-everyday-cush-crew-6-pairs-sx7666-100-m-cnf,https://o.cropink.com/i/p-i/99d8ef78-ff35-4a8d-9074-614c7a19f691?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Nike,,,adult,White,male,,Men's Socks,,,Men's Socks,21.75 EUR,,,,888408282798,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Basketball,in stock,Yes,Nike,Male|Female|Children
SX7664_100_S_CNF,U nk everyday cush crew 3 pairs,"<html><body><p> nike everyday cushioned sokid annavad jõudu treeningule. higi ärajuhtiv tehnoloogia aitab sind kuivana ja jahedana hoida, samas kui paks froteepõhi annab sulle mugavust intensiivsete tõste ja lisakilomeetrite läbimiseks. sokkide paelaga kaetud kaareosa on su jala ümber mugav ja toetav. 3 paari pakend tähendab, et teil on alati varuplaan&hellip; toote omadused: nike dri-fit-tehnoloogia juhib higi nahast eemale, et see aurustuks kiiremini, aidates sul kuivana ja mugavalt püsida.'. Vaata lähemalt ballzy.eu.",in stock,new,24.00 EUR,https://ballzy.eu/et/product/u-nk-everyday-cush-crew-3-pairs-sx7664-100-s-cnf,https://o.cropink.com/i/p-i/5b906aea-a57d-4dc9-843d-50a534d65c01?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Nike,,,adult,White,male,,Kids' Socks,,,Kids' Socks,18.00 EUR,,,,888407233869,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Lifestyle,in stock,Yes,Nike,Male|Female|Children
SX5544_010_S_CNF,U j everyday max ankl 3pr,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,in stock,new,17.00 EUR,https://ballzy.eu/et/product/u-j-everyday-max-ankl-3pr-sx5544-010-s-cnf,https://o.cropink.com/i/p-i/177163b2-4cd4-4d6f-9326-f957f67ff283?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Jordan,,,adult,Black,male,,Men's Socks,,,Men's Socks,12.75 EUR,,,,666003466689,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Lifestyle,in stock,Yes,Jordan,Male
S20274_3942_CNF,Trefoil liner socks 3 pairs,"<html><body><p> trefoil liner sokid annavad igapäevaelus kasutatavatele põhisokkidele originaalsust. need sokid on lõigatud nii, et neid ei oleks näha, kui neid kantakse koos tossudega, ning need on valmistatud kergelt venivast puuvillast ja nende jalapealsel on trefoil kujutis. </p></body></html> Vaata lähemalt ballzy.eu.",in stock,new,12.00 EUR,https://ballzy.eu/et/product/trefoil-liner-socks-3-pairs-s20274-3942-cnf,https://o.cropink.com/i/p-i/97b8a157-7d8d-4387-997a-55e237b3f8e9?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,adidas Originals,,,adult,Black,male,,Kids' Socks,,,Kids' Socks,9.00 EUR,,,,4055012814912,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Lifestyle,in stock,Yes,adidas Originals,Male|Female|Children
12122742_OSFM_CNF,Essential 940 wmns new york yankees,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,in stock,new,29.00 EUR,https://ballzy.eu/et/product/essential-940-wmns-new-york-yankees-12122742-osfm-cnf,https://o.cropink.com/i/p-i/60e41aec-2e6a-4db3-96de-57de486ac80c?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,New Era,,,adult,Black,female,,Women's Hats,,,Women's Hats,21.75 EUR,,,,193650537993,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Lifestyle,in stock,Yes,New Era,Female
83-450Z_CNF,2016 olyp rbr latvija,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,in stock,new,24.00 EUR,https://ballzy.eu/et/product/2016-olyp-rbr-latvija-83-450z-cnf,https://o.cropink.com/i/p-i/e92dc5c2-1354-4fd3-bc1e-c13ce2a099cc?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Spalding,,,adult,5980,male,,Kids' Basketballs,,,Kids' Basketballs,18.00 EUR,,,,029321834507,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Basketball,in stock,Yes,Spalding,Male|Children
83-460Z_CNF,Estonia size 5,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,in stock,new,19.00 EUR,https://ballzy.eu/et/product/estonia-size-5-83-460z-cnf,https://o.cropink.com/i/p-i/3aa02595-420a-4e01-8f7e-a6ebf2e5ce86?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Spalding,,,adult,5980,male,,Kids' Basketballs,,,Kids' Basketballs,14.25 EUR,,,,029321834606,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Basketball,in stock,Yes,Spalding,Male|Female|Children
51179Z_CNF,Nba spaldeens bulls red,Kummipall Vaata lähemalt ballzy.eu.,in stock,new,9.00 EUR,https://ballzy.eu/et/product/nba-spaldeens-bulls-red-51179z-cnf,https://o.cropink.com/i/p-i/1ff06973-2a32-45fa-9aa8-8fe0dcd9941f?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Spalding,,,adult,Multicolored,male,,Kids' Basketballs,,,Kids' Basketballs,6.75 EUR,,,,029321511798,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Basketball,in stock,Yes,Spalding,Male|Female|Children
162050C_001_10_CNF,Chuck 70 hi,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,in stock,new,94.00 EUR,https://ballzy.eu/et/product/chuck-70-hi-162050c-001-10-cnf,https://o.cropink.com/i/p-i/65948e2d-168b-400a-8e8f-ebc08883bd06?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Converse,,,adult,Black,male,,Women's Street Shoes,,,Women's Street Shoes,70.50 EUR,,,,888755658550,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Lifestyle,in stock,Yes,Converse,Male|Female
162058C_001_10_CNF,Chuck 70 ox,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,in stock,new,89.00 EUR,https://ballzy.eu/et/product/chuck-70-ox-162058c-001-10-cnf,https://o.cropink.com/i/p-i/2f952a5a-f5dd-445d-9ac8-c26b3a5235a6?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Converse,,,adult,Black,male,,Women's Street Shoes,,,Women's Street Shoes,66.75 EUR,,,,888755676899,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Lifestyle,in stock,Yes,Converse,Male|Female
SX7676_010_S_CNF,U nk everyday ltwt crew 3pr,higi imav mugavus./>läbi oma treening nike'i igapäevaste sokkidega. peened niidid koos higi imava tehnoloogiaga aitavad hoida su jalad mugavatena ja kuivadena.dri-fit tehnoloogia aitab hoida su jalad kuivana ja mugavana.crew stiil katab su pahkluu ja sääre alumise sääre.soonikud aitavad sokke paigal hoida.võlvi ümber on liibuv ja toetav riba. Vaata lähemalt ballzy.eu.,in stock,new,19.00 EUR,https://ballzy.eu/et/product/u-nk-everyday-ltwt-crew-3pr-sx7676-010-s-cnf,https://o.cropink.com/i/p-i/f380adb2-635b-48aa-a6b6-5942db20df30?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Nike,,,adult,Black,male,,Kids' Socks,,,Kids' Socks,14.25 EUR,,,,888407237171,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Lifestyle,in stock,Yes,Nike,Male|Female|Children
SX7676_100_S_CNF,U nk everyday ltwt crew 3pr,higi imav mugavus./>läbi oma treening nike'i igapäevaste sokkidega. peened niidid koos higi imava tehnoloogiaga aitavad hoida su jalad mugavatena ja kuivadena.dri-fit tehnoloogia aitab hoida su jalad kuivana ja mugavana.crew stiil katab su pahkluu ja sääre alumise sääre.soonikud aitavad sokke paigal hoida.võlvi ümber on liibuv ja toetav riba. Vaata lähemalt ballzy.eu.,in stock,new,19.00 EUR,https://ballzy.eu/et/product/u-nk-everyday-ltwt-crew-3pr-sx7676-100-s-cnf,https://o.cropink.com/i/p-i/c1af8608-74ef-44cf-94de-cdb4c8c7f43e?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Nike,,,adult,White,male,,Kids' Socks,,,Kids' Socks,14.25 EUR,,,,888407237263,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Lifestyle,in stock,Yes,Nike,Male|Female|Children
SX7677_010_S_CNF,U nk everyday ltwt ankle 3pr,Nike everyday lightweighti sokkidega sööstad võimsalt läbi oma treeningu. pehme kangas ja higiimav tehnoloogia hoiavad su jalad mugava ning kuivana. Vaata lähemalt ballzy.eu.,in stock,new,19.00 EUR,https://ballzy.eu/et/product/u-nk-everyday-ltwt-ankle-3pr-sx7677-010-s-cnf,https://o.cropink.com/i/p-i/df9f3c85-e70f-4617-b983-2f8c43a82b4d?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Nike,,,adult,Black,male,,Kids' Socks,,,Kids' Socks,14.25 EUR,,,,888407237423,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Lifestyle,in stock,Yes,Nike,Male|Female|Children
SX7677_100_S_CNF,U nk ed ltwt ankle 3p 132,Nike everyday lightweighti sokkidega sööstad võimsalt läbi oma treeningu. pehme kangas ja higiimav tehnoloogia hoiavad su jalad mugava ning kuivana. Vaata lähemalt ballzy.eu.,in stock,new,19.00 EUR,https://ballzy.eu/et/product/u-nk-ed-ltwt-ankle-3p-132-sx7677-100-s-cnf,https://o.cropink.com/i/p-i/dfa98e22-d614-4f5b-bcf6-a4f82b3a87b6?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Nike,,,adult,White,male,,Kids' Socks,,,Kids' Socks,14.25 EUR,,,,888407238970,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Lifestyle,in stock,Yes,Nike,Male|Female|Children
CP001_CNF,Crep protect 200ml can,"200ml super-hydrophobic spray that creates an invisible coating which repels liquids and prevents stains. for use on suede, nubuck and canvas footwear. crep protect is easy to apply and quick drying. apply 2 coats. price per 1 litre/70 eur Vaata lähemalt ballzy.eu.",in stock,new,14.00 EUR,https://ballzy.eu/et/product/crep-protect-200ml-can-cp001-cnf,https://o.cropink.com/i/p-i/cb4cd587-84b4-4d3e-b72a-2972d665be77?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Crep Protect,,,adult,Multicolored,male,,Kids' Shoe Care,,,Kids' Shoe Care,10.50 EUR,,,,50562433004881,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Lifestyle,in stock,Yes,Crep Protect,Male|Female|Children
CP003_CNF,Crep protect - wipes 12 sachets,12 wipes per tin. individually sealed for freshness. travel size wipes perfect for those unexpected marks when you’re on the move. smooth side for general cleaning and textured side for tougher marks. cotton fresh scented. Vaata lähemalt ballzy.eu.,in stock,new,9.00 EUR,https://ballzy.eu/et/product/crep-protect-wipes-12-sachets-cp003-cnf,https://o.cropink.com/i/p-i/4cd9aec0-7e0a-4ec8-8c29-717f7bd2134f?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Crep Protect,,,adult,Multicolored,male,,Kids' Shoe Care,,,Kids' Shoe Care,6.75 EUR,,,,5056243301539,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Lifestyle,in stock,Yes,Crep Protect,Male|Female|Children
CP019_CNF,Crep protect mark-on black midsole custom pen,The ultimate midsole custom pen. restore the fresh look of your midsoles or simply switch up the colours! Vaata lähemalt ballzy.eu.,in stock,new,15.00 EUR,https://ballzy.eu/et/product/crep-protect-mark-on-black-midsole-custom-pen-cp019-cnf,https://o.cropink.com/i/p-i/ea1d06f5-284f-41b5-8062-75b29252c251?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Crep Protect,,,adult,Multicolored,male,,Kids' Shoe Care,,,Kids' Shoe Care,11.25 EUR,,,,660902996995,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Lifestyle,in stock,Yes,Crep Protect,Male|Female|Children
SX7589_010_M_CNF,U jordan crew - nba,"<html><body><p> focused footwork: nba edition&hellip; jordan nba crew sokid pakuvad toetavat istuvust ja tunnetust. ümbritsev kaareriba haarab jalga, samal ajal kui tsooniline pehmendus aitab põrutusi neelata, kui jooksete väljakul&hellip; toote omadused: zonaalne pehmendus aitab absorbeerida lööki&hellip; kaarepael pakub mugavat ja turvalist istuvust&hellip; toote omaduste alapealkirjad: higi eemaldav tehnoloogia aitab sul kuivana ja mugavalt püsida&hellip; toote omaduste alapealkirjad: higi ee Vaata lähemalt ballzy.eu.",in stock,new,24.00 EUR,https://ballzy.eu/et/product/u-jordan-crew-nba-sx7589-010-m-cnf,https://o.cropink.com/i/p-i/bbeb4f69-43b1-47f2-b6a9-b462a4e9beff?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Jordan,,,adult,Black,male,,Men's Socks,,,Men's Socks,18.00 EUR,,,,191885518213,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Basketball,in stock,Yes,Jordan,Male|Female|Children
CK6784_010_S_CNF,Lbj u nk elt crew,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,in stock,new,14.00 EUR,https://ballzy.eu/et/product/lbj-u-nk-elt-crew-ck6784-010-s-cnf,https://o.cropink.com/i/p-i/a4dfcdba-82dd-4b91-bea3-f09398ce7cd1?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Nike,,,adult,Black,male,,Men's Socks,,,Men's Socks,7.00 EUR,,,,194498608258,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Lifestyle,in stock,Yes,Nike,Male
65-623Z_CNF,2016 olyp rbr estonia,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,in stock,new,19.00 EUR,https://ballzy.eu/et/product/2016-olyp-rbr-estonia-65-623z-cnf,https://o.cropink.com/i/p-i/6a0f0fe2-4fb7-4452-abc8-4c45df4980db?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Spalding,,,adult,5980,male,,Kids' Basketballs,,,Kids' Basketballs,14.25 EUR,,,,029321656239,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Basketball,in stock,Yes,Spalding,Male|Children
8235SCN_CNF,Net heavy duty,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,in stock,new,11.00 EUR,https://ballzy.eu/et/product/net-heavy-duty-8235scn-cnf,https://o.cropink.com/i/p-i/8680f906-14b2-4195-9d29-69fd8c4a7710?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Spalding,,,adult,Multicolored,male,,Kids' Accessories,,,Kids' Accessories,8.25 EUR,,,,689344408637,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Basketball,in stock,Yes,Spalding,Male|Female|Children
83-428Z_CNF,2016 olyp rbr lietuva,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,in stock,new,24.00 EUR,https://ballzy.eu/et/product/2016-olyp-rbr-lietuva-83-428z-cnf,https://o.cropink.com/i/p-i/1380e2b8-3102-4c07-8abc-7e03ad887408?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Spalding,,,adult,5980,male,,Kids' Basketballs,,,Kids' Basketballs,18.00 EUR,,,,029321834286,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Basketball,in stock,Yes,Spalding,Male|Children
83-463Z_CNF,2016 olyp rbr lietuva,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,in stock,new,19.00 EUR,https://ballzy.eu/et/product/2016-olyp-rbr-lietuva-83-463z-cnf,https://o.cropink.com/i/p-i/84f88f4e-fb8d-4487-894e-3564f658d31b?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,Spalding,,,adult,5980,male,,Kids' Basketballs,,,Kids' Basketballs,14.25 EUR,,,,029321834637,,Vaata lähemalt ballzy.eu,,,,,,,,,,,,,,Basketball,in stock,Yes,Spalding,Male|Children
