item_id,title,description,url,brand,seller_name,image_url,availability,price,sale_price,is_ads_eligible,ads_metadata
51179Z_CNF,Nba spaldeens bulls red,Kummipall Vaata lähemalt ballzy.eu.,https://ballzy.eu/et/product/nba-spaldeens-bulls-red-51179z-cnf,Spalding,Ballzy,https://o.cropink.com/i/p-i/2f6b47b5-70c2-4358-b472-d57faa7a0fa3?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,9.00 EUR,,true,"{""business_line"":""basketball"",""brand"":""Spalding"",""color"":""Multicolored"",""product_type"":""Kids' Basketballs"",""google_product_category"":""Kids' Basketballs"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""No"",""custom_label_3"":""Spalding"",""custom_label_4"":""Male|Female|Children""}"
SX7589_010_M_CNF,U jordan crew - nba,"focused footwork: nba edition&hellip; jordan nba crew sokid pakuvad toetavat istuvust ja tunnetust. ümbritsev kaareriba haarab jalga, samal ajal kui tsooniline pehmendus aitab põrutusi neelata, kui jooksete väljakul&hellip; toote omadused: zonaalne pehmendus aitab absorbeerida lööki&hellip; kaarepael pakub mugavat ja turvalist istuvust&hellip; toote omaduste alapealkirjad: higi eemaldav tehnoloogia aitab sul kuivana ja mugavalt püsida&hellip; toote omaduste alapealkirjad: higi ee Vaata lähemalt ballzy.eu.",https://ballzy.eu/et/product/u-jordan-crew-nba-sx7589-010-m-cnf,Jordan,Ballzy,https://o.cropink.com/i/p-i/7f35004f-46a0-48e6-83ae-a4ce8e0667ac?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,24.00 EUR,,true,"{""business_line"":""basketball"",""brand"":""Jordan"",""color"":""Black"",""product_type"":""Men's Socks"",""google_product_category"":""Men's Socks"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""No"",""custom_label_3"":""Jordan"",""custom_label_4"":""Male|Female|Children""}"
65-623Z_CNF,2016 olyp rbr estonia,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,https://ballzy.eu/et/product/2016-olyp-rbr-estonia-65-623z-cnf,Spalding,Ballzy,https://o.cropink.com/i/p-i/4a3a7ee2-6a6e-4013-a51c-50707ce263ca?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,19.00 EUR,,true,"{""business_line"":""basketball"",""brand"":""Spalding"",""color"":""5980"",""product_type"":""Kids' Basketballs"",""google_product_category"":""Kids' Basketballs"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""No"",""custom_label_3"":""Spalding"",""custom_label_4"":""Male|Children""}"
8235SCN_CNF,Net heavy duty,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,https://ballzy.eu/et/product/net-heavy-duty-8235scn-cnf,Spalding,Ballzy,https://o.cropink.com/i/p-i/b75e1970-936b-44bd-92a2-90e539bef6bf?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,11.00 EUR,,true,"{""business_line"":""basketball"",""brand"":""Spalding"",""color"":""Multicolored"",""product_type"":""Kids' Accessories"",""google_product_category"":""Kids' Accessories"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""No"",""custom_label_3"":""Spalding"",""custom_label_4"":""Male|Female|Children""}"
83-428Z_CNF,2016 olyp rbr lietuva,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,https://ballzy.eu/et/product/2016-olyp-rbr-lietuva-83-428z-cnf,Spalding,Ballzy,https://o.cropink.com/i/p-i/aeeeb4e4-7a17-42cf-93c0-279a9009a61b?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,24.00 EUR,,true,"{""business_line"":""basketball"",""brand"":""Spalding"",""color"":""5980"",""product_type"":""Kids' Basketballs"",""google_product_category"":""Kids' Basketballs"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""No"",""custom_label_3"":""Spalding"",""custom_label_4"":""Male|Children""}"
83-463Z_CNF,2016 olyp rbr lietuva,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,https://ballzy.eu/et/product/2016-olyp-rbr-lietuva-83-463z-cnf,Spalding,Ballzy,https://o.cropink.com/i/p-i/6e269f7b-22d9-4269-a221-bfbdcb0930d0?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,19.00 EUR,,true,"{""business_line"":""basketball"",""brand"":""Spalding"",""color"":""5980"",""product_type"":""Kids' Basketballs"",""google_product_category"":""Kids' Basketballs"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""No"",""custom_label_3"":""Spalding"",""custom_label_4"":""Male|Children""}"
6446R_RED_S_CNF,Mcd extended leg sleeves,Leg sleeve featuring 9mm hex™ technology is a favorite among pro and collegiate players Vaata lähemalt ballzy.eu.,https://ballzy.eu/et/product/mcd-extended-leg-sleeves-6446r-red-s-cnf,Mcdavid,Ballzy,https://o.cropink.com/i/p-i/ee5bcc4d-41a4-4bdc-a523-0171da29ab2b?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,39.00 EUR,19.00 EUR,true,"{""business_line"":""basketball"",""brand"":""Mcdavid"",""color"":""Red"",""product_type"":""Kids' Accessories"",""google_product_category"":""Kids' Accessories"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""Yes"",""custom_label_3"":""Mcdavid"",""custom_label_4"":""Male|Female|Children""}"
DD1917_010_S_CNF,M np df short,"kerge tugevus, tugevus, mis on ette nähtud jõudluseks&hellip; nike pro dri-fit shorts on palju rohkem kui põhikiht, sest need on kergest materjalist, mis hoiab sind kuivana, jahedana ja toetab sind alates soojendusest kuni jahedate treeninguteni. need on valmistatud vähemalt 75% ulatuses taaskasutatud polüesterkiududest, mille veniv disain aitab sul kõige raskemate treeningute või võistluste ajal täiel määral liikuda&hellip; tooteomadused: nike dri-fit tehnoloogia juhib higi keha Vaata lähemalt ballzy.eu.",https://ballzy.eu/et/product/m-np-df-short-dd1917-010-s-cnf,Nike,Ballzy,https://o.cropink.com/i/p-i/12e663ad-5374-4c7f-b8b8-cc60c34f4ec8?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,34.00 EUR,24.00 EUR,true,"{""business_line"":""basketball"",""brand"":""Nike"",""color"":""Black"",""product_type"":""Men's Leggings"",""google_product_category"":""Men's Leggings"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""Yes"",""custom_label_3"":""Nike"",""custom_label_4"":""Male""}"
DD1917_068_S_CNF,M np df short,"kerge tugevus, tugevus, mis on ette nähtud jõudluseks&hellip; nike pro dri-fit shorts on palju rohkem kui põhikiht, sest need on kergest materjalist, mis hoiab sind kuivana, jahedana ja toetab sind alates soojendusest kuni jahedate treeninguteni. need on valmistatud vähemalt 75% ulatuses taaskasutatud polüesterkiududest, mille veniv disain aitab sul kõige raskemate treeningute või võistluste ajal täiel määral liikuda&hellip; tooteomadused: nike dri-fit tehnoloogia juhib higi keha Vaata lähemalt ballzy.eu.",https://ballzy.eu/et/product/m-np-df-short-dd1917-068-s-cnf,Nike,Ballzy,https://o.cropink.com/i/p-i/ee22ec0d-ab21-4c10-8082-c54f7194a556?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,34.00 EUR,24.00 EUR,true,"{""business_line"":""basketball"",""brand"":""Nike"",""color"":""Gray"",""product_type"":""Men's Leggings"",""google_product_category"":""Men's Leggings"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""Yes"",""custom_label_3"":""Nike"",""custom_label_4"":""Male""}"
DD1917_100_S_CNF,M np df short,"kerge tugevus, tugevus, mis on ette nähtud jõudluseks&hellip; nike pro dri-fit shorts on palju rohkem kui põhikiht, sest need on kergest materjalist, mis hoiab sind kuivana, jahedana ja toetab sind alates soojendusest kuni jahedate treeninguteni. need on valmistatud vähemalt 75% ulatuses taaskasutatud polüesterkiududest, mille veniv disain aitab sul kõige raskemate treeningute või võistluste ajal täiel määral liikuda&hellip; tooteomadused: nike dri-fit tehnoloogia juhib higi keha Vaata lähemalt ballzy.eu.",https://ballzy.eu/et/product/m-np-df-short-dd1917-100-s-cnf,Nike,Ballzy,https://o.cropink.com/i/p-i/6df8e54b-6e04-4387-acca-432230ea8c37?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,34.00 EUR,23.00 EUR,true,"{""business_line"":""basketball"",""brand"":""Nike"",""color"":""White"",""product_type"":""Men's Leggings"",""google_product_category"":""Men's Leggings"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""Yes"",""custom_label_3"":""Nike"",""custom_label_4"":""Male""}"
DD1919_010_S_CNF,M np df 3qt tight,"kerge tugevus, tugevus, mis on ette nähtud jõudluseks&hellip; nike pro dri-fit sukkpüksid ümbritsevad sind kerge kangaga, mis aitab sul tunda end kuivana, jahedana ja toetada sind alates soojendusest kuni jahedate treeninguteni. need on valmistatud vähemalt 75% ulatuses taaskasutatud polüesterkiududest, mille veniv disain aitab teil liikuda täie intensiivsusega ka kõige raskemate treeningute või võistluste ajal&hellip; toote omadused: need on valmistatud vähemalt 75% ulatuses taa Vaata lähemalt ballzy.eu.",https://ballzy.eu/et/product/m-np-df-3qt-tight-dd1919-010-s-cnf,Nike,Ballzy,https://o.cropink.com/i/p-i/1ff0df1b-e9d2-4c9a-bb74-eef31dbe881d?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,39.00 EUR,,true,"{""business_line"":""basketball"",""brand"":""Nike"",""color"":""Black"",""product_type"":""Men's Leggings"",""google_product_category"":""Men's Leggings"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""No"",""custom_label_3"":""Nike"",""custom_label_4"":""Male""}"
DN3314_010_S_CNF,U nk evryday plus cush footie,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,https://ballzy.eu/et/product/u-nk-evryday-plus-cush-footie-dn3314-010-s-cnf,Nike,Ballzy,https://o.cropink.com/i/p-i/cd62c982-c211-4f35-ae98-1afee0174513?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,19.00 EUR,,true,"{""business_line"":""basketball"",""brand"":""Nike"",""color"":""Black"",""product_type"":""Men's Socks"",""google_product_category"":""Men's Socks"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""No"",""custom_label_3"":""Nike"",""custom_label_4"":""Male|Female""}"
DN3314_100_S_CNF,U nk evryday plus cush footie,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,https://ballzy.eu/et/product/u-nk-evryday-plus-cush-footie-dn3314-100-s-cnf,Nike,Ballzy,https://o.cropink.com/i/p-i/a27e77fa-6cae-4fb7-a322-007ba7b39919?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,19.00 EUR,,true,"{""business_line"":""basketball"",""brand"":""Nike"",""color"":""White"",""product_type"":""Men's Socks"",""google_product_category"":""Men's Socks"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""No"",""custom_label_3"":""Nike"",""custom_label_4"":""Male|Female""}"
SX7669_100_S_CNF,U nk everyday csh ankl 6pr 132,"mugavus ja tugevus&hellip; nike everyday cushioned sokid annavad jõudu treeningule. paks froteepõhi annab sulle lisamugavust jalaharjutuste ja tõstete tegemiseks, samas kui ribiline kaareriba ümbritseb sinu keskjalga, et tagada toetav tunne&hellip; toote omadused: dri-fit tehnoloogia aitab hoida jalad kuivana ja mugavalt&hellip; paks froteepõhi pakub mugavust ja löögiabi&hellip; ribitud kaareriba tagab toetava tunde&hellip; 1/4-pikkune siluett katab pahkluu&hellip; tooteomaduste Vaata lähemalt ballzy.eu.",https://ballzy.eu/et/product/u-nk-everyday-csh-ankl-6pr-132-sx7669-100-s-cnf,Nike,Ballzy,https://o.cropink.com/i/p-i/7ea66496-6812-4d6b-92ae-2dbb442bcf59?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,19.00 EUR,,true,"{""business_line"":""basketball"",""brand"":""Nike"",""color"":""White"",""product_type"":""Men's Socks"",""google_product_category"":""Men's Socks"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""No"",""custom_label_3"":""Nike"",""custom_label_4"":""Male|Female""}"
CV0062_010_MISC_CNF,W nk one club bag,"sobib kõigeks./>nike one club spordikott hoiab kõik, mida vajate oma päeva jooksul lähedal ja korras. selles on ruumi joogamatile ning ventileeritud sahtel, mis hoiab teie jalanõud ja higised riided eraldi ülejäänud asjadest. see toode on valmistatud vähemalt 50% taaskasutatud polüestri kiududest.hoia eraldi - lukuga jalanõude sektsioon eraldab higised riided või jalanõud muudest varustusest, tagades hea ventilatsiooni hingavate silmustega.ruum kõigel Vaata lähemalt ballzy.eu.",https://ballzy.eu/et/product/w-nk-one-club-bag-cv0062-010-misc-cnf,Nike,Ballzy,https://o.cropink.com/i/p-i/23eda219-d300-4c89-9136-94aa7d7bba03?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,69.00 EUR,,true,"{""business_line"":""basketball"",""brand"":""Nike"",""color"":""Black"",""product_type"":""Women's Bags"",""google_product_category"":""Women's Bags"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""No"",""custom_label_3"":""Nike"",""custom_label_4"":""Female""}"
76-803Z_CNF,Tf-250 react,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,https://ballzy.eu/et/product/tf-250-react-76-803z-cnf,Spalding,Ballzy,https://o.cropink.com/i/p-i/b0cb7718-279d-4418-b0eb-18f42aa19c27?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,44.95 EUR,,true,"{""business_line"":""basketball"",""brand"":""Spalding"",""color"":""Multicolored"",""product_type"":""Kids' Basketballs"",""google_product_category"":""Kids' Basketballs"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""No"",""custom_label_3"":""Spalding"",""custom_label_4"":""Male|Female|Children""}"
76-967Z_CNF,Tf-250 react,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,https://ballzy.eu/et/product/tf-250-react-76-967z-cnf,Spalding,Ballzy,https://o.cropink.com/i/p-i/24a8bb8a-4288-4cbc-bfbc-5644c7f9262e?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,44.95 EUR,,true,"{""business_line"":""basketball"",""brand"":""Spalding"",""color"":""Multicolored"",""product_type"":""Kids' Basketballs"",""google_product_category"":""Kids' Basketballs"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""No"",""custom_label_3"":""Spalding"",""custom_label_4"":""Male|Female|Children""}"
77-100Z_CNF,Tf-1000 euroleague,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,https://ballzy.eu/et/product/tf-1000-euroleague-77-100z-cnf,Spalding,Ballzy,https://o.cropink.com/i/p-i/287c0143-459a-46ac-8111-1f5398f3bf76?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,84.95 EUR,,true,"{""business_line"":""basketball"",""brand"":""Spalding"",""color"":""Multicolored"",""product_type"":""Kids' Basketballs"",""google_product_category"":""Kids' Basketballs"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""No"",""custom_label_3"":""Spalding"",""custom_label_4"":""Male|Female|Children""}"
77-101Z_CNF,Tf-500 euroleague,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,https://ballzy.eu/et/product/tf-500-euroleague-77-101z-cnf,Spalding,Ballzy,https://o.cropink.com/i/p-i/ae5ac4a8-aa87-4d39-bbdc-568a4bdb69d9?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,54.95 EUR,,true,"{""business_line"":""basketball"",""brand"":""Spalding"",""color"":""Multicolored"",""product_type"":""Kids' Basketballs"",""google_product_category"":""Kids' Basketballs"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""No"",""custom_label_3"":""Spalding"",""custom_label_4"":""Male|Female|Children""}"
77-204Z_CNF,Tf-500 excel,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,https://ballzy.eu/et/product/tf-500-excel-77-204z-cnf,Spalding,Ballzy,https://o.cropink.com/i/p-i/49b67322-de28-4d81-9d04-12d1476d9bba?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,54.95 EUR,,true,"{""business_line"":""basketball"",""brand"":""Spalding"",""color"":""Multicolored"",""product_type"":""Kids' Basketballs"",""google_product_category"":""Kids' Basketballs"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""No"",""custom_label_3"":""Spalding"",""custom_label_4"":""Male|Female|Children""}"
77-205Z_CNF,Tf-500 excel,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,https://ballzy.eu/et/product/tf-500-excel-77-205z-cnf,Spalding,Ballzy,https://o.cropink.com/i/p-i/b373b3b3-c7a7-4e66-981e-ecb45e1afa2c?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,54.95 EUR,,true,"{""business_line"":""basketball"",""brand"":""Spalding"",""color"":""Multicolored"",""product_type"":""Kids' Basketballs"",""google_product_category"":""Kids' Basketballs"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""No"",""custom_label_3"":""Spalding"",""custom_label_4"":""Male|Female|Children""}"
77-206Z_CNF,Tf-500 excel,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,https://ballzy.eu/et/product/tf-500-excel-77-206z-cnf,Spalding,Ballzy,https://o.cropink.com/i/p-i/80efe08b-0fa0-4627-add5-2052129d4460?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,54.95 EUR,,true,"{""business_line"":""basketball"",""brand"":""Spalding"",""color"":""Multicolored"",""product_type"":""Kids' Basketballs"",""google_product_category"":""Kids' Basketballs"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""No"",""custom_label_3"":""Spalding"",""custom_label_4"":""Male|Female|Children""}"
84-328Z_CNF,Slam dunk,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,https://ballzy.eu/et/product/slam-dunk-84-328z-cnf,Spalding,Ballzy,https://o.cropink.com/i/p-i/8710ed8d-9324-4995-9996-87d0e3d5cc79?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in_stock,15.95 EUR,,true,"{""business_line"":""basketball"",""brand"":""Spalding"",""color"":""Multicolored"",""product_type"":""Kids' Basketballs"",""google_product_category"":""Kids' Basketballs"",""custom_label_0"":""Basketball"",""custom_label_1"":""in stock"",""custom_label_2"":""No"",""custom_label_3"":""Spalding"",""custom_label_4"":""Male|Female|Children""}"
