g:id,g:title,g:description,g:link,g:image_link,g:availability,g:price,g:google_product_category,g:product_type,g:brand,g:condition,g:color,g:gtin,g:currency,g:size,g:age_group,g:gender,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4,g:sale_price
B75806_8_CNF,Samba og,<html><body><p> samba on sündinud väljakul ja on tänavastiili ajatu ikoon. need jalatsid jäävad oma pärandile truuks pehme nahast pealse ja mokkade kattekihiga. </p></body></html> Vaata lähemalt ballzy.eu.,http://ballzy.eu/lt/product/samba-og-b75806-8-cnf,https://o.cropink.com/i/p-i/f572811a-fdf4-4a29-9d25-27e83cc891ca?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,129.00 EUR,Women's Street Shoes,Women's Street Shoes,adidas Originals,new,White,4059809047187,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,adidas Originals,Male|Female,88.00 EUR
B75807_8_CNF,Samba og,<html><body><p> samba on sündinud väljakul ja on tänavastiili ajatu ikoon. need jalatsid jäävad oma pärandile truuks pehme nahast pealse ja mokkade kattekihiga. </p></body></html> Vaata lähemalt ballzy.eu.,http://ballzy.eu/lt/product/samba-og-b75807-8-cnf,https://o.cropink.com/i/p-i/25e0f82d-8dbb-4df9-bca6-e892e1136c44?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,129.00 EUR,Kids' Street Shoes,Kids' Street Shoes,adidas Originals,new,Black,4059811988607,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,adidas Originals,Male|Female|Children,94.00 EUR
SX7667_100_S_CNF,U nk everyday cush ankle 3pr,"mugavus ja toestus./>läbi oma treeningud nike everyday cushioned socks sokkidega. paks terry tallaosa annab sulle lisamugavust jalgade harjutuste ja tõstete jaoks, samal ajal kui võlvi ümber on liibuv ja toetav riba ekstrateotuse jaoks.dri-fit tehnoloogia aitab hoida su jalad kuivana ja mugavana.paks terry tallaosa pakub mugavust ja põrutuse neeldumist.võlvi ümber olev riba annab toetava tunde.1/4-pikkusega lõige katab su pahkluu. Vaata lähemalt ballzy.eu.",http://ballzy.eu/lt/product/u-nk-everyday-cush-ankle-3pr-sx7667-100-s-cnf,https://o.cropink.com/i/p-i/b814ad6c-f5aa-4849-a40e-b7066befb0d7?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,19.00 EUR,Men's Socks,Men's Socks,Nike,new,White,888407236143,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Basketball,in stock,No,Nike,Male|Female|Children,
SK0110_101_S_CNF,U nk nsw evry essential ankle,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/lt/product/u-nk-nsw-evry-essential-ankle-sk0110-101-s-cnf,https://o.cropink.com/i/p-i/5f45692b-cea4-4b48-9145-d54bdc41d87c?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,17.00 EUR,Men's Socks,Men's Socks,Nike,new,White,193145890633,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Basketball,in stock,Yes,Nike,Male|Female|Children,12.00 EUR
AT3383_010_S_CNF,M np dry tght 3qt bball,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/lt/product/m-np-dry-tght-3qt-bball-at3383-010-s-cnf,https://o.cropink.com/i/p-i/1b0741c0-53c4-4906-8595-8c2498f98498?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,44.00 EUR,Men's Leggings,Men's Leggings,Nike,new,Black,193145157941,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Basketball,in stock,Yes,Nike,Male,29.00 EUR
SX7666_100_M_CNF,U nk everyday cush crew 6 pairs,"<html><body><p> mugavus ja tugevus&hellip; nike everyday cushioned sokid annavad jõudu treeningule. paks froteepõhi annab sulle lisamugavust jalaharjutuste ja tõstete tegemiseks, samas kui ribiline kaareriba ümbritseb sinu keskjalga, et tagada toetav tunne&hellip; toote omadused: dri-fit tehnoloogia aitab hoida jalad kuivana ja mugavalt&hellip; paks froteepõhi pakub mugavust ja löögiabi&hellip; ribitud kaareriba pakub toetavat tunnet&hellip; crew-siluett katab pahkluu ja alajäseme&hellip; tooteo Vaata lähemalt ballzy.eu.",http://ballzy.eu/lt/product/u-nk-everyday-cush-crew-6-pairs-sx7666-100-m-cnf,https://o.cropink.com/i/p-i/3fed5c2c-5753-49bf-b9c3-21f9eb6064a2?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,29.00 EUR,Men's Socks,Men's Socks,Nike,new,White,888408282798,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Basketball,in stock,No,Nike,Male|Female|Children,
SX7664_100_S_CNF,U nk everyday cush crew 3 pairs,"<html><body><p> nike everyday cushioned sokid annavad jõudu treeningule. higi ärajuhtiv tehnoloogia aitab sind kuivana ja jahedana hoida, samas kui paks froteepõhi annab sulle mugavust intensiivsete tõste ja lisakilomeetrite läbimiseks. sokkide paelaga kaetud kaareosa on su jala ümber mugav ja toetav. 3 paari pakend tähendab, et teil on alati varuplaan&hellip; toote omadused: nike dri-fit-tehnoloogia juhib higi nahast eemale, et see aurustuks kiiremini, aidates sul kuivana ja mugavalt püsida.'.  Vaata lähemalt ballzy.eu.",http://ballzy.eu/lt/product/u-nk-everyday-cush-crew-3-pairs-sx7664-100-s-cnf,https://o.cropink.com/i/p-i/4ec8fc0f-541b-42e1-a802-8a48764655b6?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,24.00 EUR,Kids' Socks,Kids' Socks,Nike,new,White,888407233869,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,No,Nike,Male|Female|Children,
SX5544_010_S_CNF,U j everyday max ankl 3pr,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/lt/product/u-j-everyday-max-ankl-3pr-sx5544-010-s-cnf,https://o.cropink.com/i/p-i/a65bb985-e53d-4f05-97ec-a1960929a560?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,17.00 EUR,Men's Socks,Men's Socks,Jordan,new,Black,666003466689,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,No,Jordan,Male,
S20274_3942_CNF,Trefoil liner socks 3 pairs,"<html><body><p> trefoil liner sokid annavad igapäevaelus kasutatavatele põhisokkidele originaalsust. need sokid on lõigatud nii, et neid ei oleks näha, kui neid kantakse koos tossudega, ning need on valmistatud kergelt venivast puuvillast ja nende jalapealsel on trefoil kujutis. </p></body></html> Vaata lähemalt ballzy.eu.",http://ballzy.eu/lt/product/trefoil-liner-socks-3-pairs-s20274-3942-cnf,https://o.cropink.com/i/p-i/3732079b-3d89-49e8-b1eb-69f3cb28ce61?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,12.00 EUR,Kids' Socks,Kids' Socks,adidas Originals,new,Black,4055012814912,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,adidas Originals,Male|Female|Children,10.00 EUR
12122741_OSFM_CNF,Essential 940 wmns new york yankees,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/lt/product/essential-940-wmns-new-york-yankees-12122741-osfm-cnf,https://o.cropink.com/i/p-i/4b9d967b-391c-42b4-a708-285c132530f8?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,29.00 EUR,Women's Hats,Women's Hats,New Era,new,Black,193650537986,EUR,Vaata lähemalt ballzy.eu,adult,female,Lifestyle,in stock,Yes,New Era,Female,25.00 EUR
12122742_OSFM_CNF,Essential 940 wmns new york yankees,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/lt/product/essential-940-wmns-new-york-yankees-12122742-osfm-cnf,https://o.cropink.com/i/p-i/5961b5d0-2e1e-4954-89e0-8972ee89f683?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,29.00 EUR,Women's Hats,Women's Hats,New Era,new,Black,193650537993,EUR,Vaata lähemalt ballzy.eu,adult,female,Lifestyle,in stock,Yes,New Era,Female,25.00 EUR
83-450Z_CNF,2016 olyp rbr latvija,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/lt/product/2016-olyp-rbr-latvija-83-450z-cnf,https://o.cropink.com/i/p-i/43cc987e-6ce7-4c32-bb8e-08d479466d8c?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,24.00 EUR,Kids' Basketballs,Kids' Basketballs,Spalding,new,5980,029321834507,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Basketball,in stock,No,Spalding,Male|Children,
83-460Z_CNF,Estonia size 5,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/lt/product/estonia-size-5-83-460z-cnf,https://o.cropink.com/i/p-i/89a4a1ab-c680-4987-895c-0cf1464dfea4?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,19.00 EUR,Kids' Basketballs,Kids' Basketballs,Spalding,new,5980,029321834606,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Basketball,in stock,No,Spalding,Male|Female|Children,
51179Z_CNF,Nba spaldeens bulls red,Kummipall Vaata lähemalt ballzy.eu.,http://ballzy.eu/lt/product/nba-spaldeens-bulls-red-51179z-cnf,https://o.cropink.com/i/p-i/2f6b47b5-70c2-4358-b472-d57faa7a0fa3?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,9.00 EUR,Kids' Basketballs,Kids' Basketballs,Spalding,new,Multicolored,029321511798,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Basketball,in stock,No,Spalding,Male|Female|Children,
162050C_001_10_CNF,Chuck 70 hi,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/lt/product/chuck-70-hi-162050c-001-10-cnf,https://o.cropink.com/i/p-i/c4a126b8-29dd-4fa5-b60e-1e9e6f2605ee?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,94.00 EUR,Women's Street Shoes,Women's Street Shoes,Converse,new,Black,888755658550,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,No,Converse,Male|Female,
162058C_001_10_CNF,Chuck 70 ox,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/lt/product/chuck-70-ox-162058c-001-10-cnf,https://o.cropink.com/i/p-i/08c5636d-6d45-458f-8b3a-cb28d55ef94a?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,89.00 EUR,Women's Street Shoes,Women's Street Shoes,Converse,new,Black,888755676899,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,No,Converse,Male|Female,
SX7676_010_S_CNF,U nk everyday ltwt crew 3pr,higi imav mugavus./>läbi oma treening nike'i igapäevaste sokkidega. peened niidid koos higi imava tehnoloogiaga aitavad hoida su jalad mugavatena ja kuivadena.dri-fit tehnoloogia aitab hoida su jalad kuivana ja mugavana.crew stiil katab su pahkluu ja sääre alumise sääre.soonikud aitavad sokke paigal hoida.võlvi ümber on liibuv ja toetav riba. Vaata lähemalt ballzy.eu.,http://ballzy.eu/lt/product/u-nk-everyday-ltwt-crew-3pr-sx7676-010-s-cnf,https://o.cropink.com/i/p-i/d9460688-97a8-446c-91bc-1e295e8b3c64?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,19.00 EUR,Kids' Socks,Kids' Socks,Nike,new,Black,888407237171,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,No,Nike,Male|Female|Children,
SX7676_100_S_CNF,U nk everyday ltwt crew 3pr,higi imav mugavus./>läbi oma treening nike'i igapäevaste sokkidega. peened niidid koos higi imava tehnoloogiaga aitavad hoida su jalad mugavatena ja kuivadena.dri-fit tehnoloogia aitab hoida su jalad kuivana ja mugavana.crew stiil katab su pahkluu ja sääre alumise sääre.soonikud aitavad sokke paigal hoida.võlvi ümber on liibuv ja toetav riba. Vaata lähemalt ballzy.eu.,http://ballzy.eu/lt/product/u-nk-everyday-ltwt-crew-3pr-sx7676-100-s-cnf,https://o.cropink.com/i/p-i/4a4edf91-e401-4c32-9ac9-6c3aa0a65c2c?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,19.00 EUR,Kids' Socks,Kids' Socks,Nike,new,White,888407237263,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,No,Nike,Male|Female|Children,
SX7677_010_S_CNF,U nk everyday ltwt ankle 3pr,Nike everyday lightweighti sokkidega sööstad võimsalt läbi oma treeningu. pehme kangas ja higiimav tehnoloogia hoiavad su jalad mugava ning kuivana. Vaata lähemalt ballzy.eu.,http://ballzy.eu/lt/product/u-nk-everyday-ltwt-ankle-3pr-sx7677-010-s-cnf,https://o.cropink.com/i/p-i/aaaee09a-5250-4100-8712-e045925d87eb?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,19.00 EUR,Kids' Socks,Kids' Socks,Nike,new,Black,888407237423,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,No,Nike,Male|Female|Children,
SX7677_100_S_CNF,U nk ed ltwt ankle 3p 132,Nike everyday lightweighti sokkidega sööstad võimsalt läbi oma treeningu. pehme kangas ja higiimav tehnoloogia hoiavad su jalad mugava ning kuivana. Vaata lähemalt ballzy.eu.,http://ballzy.eu/lt/product/u-nk-ed-ltwt-ankle-3p-132-sx7677-100-s-cnf,https://o.cropink.com/i/p-i/b7dc8a7a-fc87-4f37-9155-486d53a4e22e?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,19.00 EUR,Kids' Socks,Kids' Socks,Nike,new,White,888407238970,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,No,Nike,Male|Female|Children,
CP003_CNF,Crep protect - wipes 12 sachets,12 wipes per tin. individually sealed for freshness. travel size wipes perfect for those unexpected marks when you’re on the move. smooth side for general cleaning and textured side for tougher marks. cotton fresh scented. Vaata lähemalt ballzy.eu.,http://ballzy.eu/lt/product/crep-protect-wipes-12-sachets-cp003-cnf,https://o.cropink.com/i/p-i/87e50137-493d-4c48-b06d-b6a0d6867a0b?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,9.00 EUR,Kids' Shoe Care,Kids' Shoe Care,Crep Protect,new,Multicolored,5056243301539,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,No,Crep Protect,Male|Female|Children,
CP019_CNF,Crep protect mark-on black midsole custom pen,The ultimate midsole custom pen. restore the fresh look of your midsoles or simply switch up the colours! Vaata lähemalt ballzy.eu.,http://ballzy.eu/lt/product/crep-protect-mark-on-black-midsole-custom-pen-cp019-cnf,https://o.cropink.com/i/p-i/49bb1e41-d178-468e-8de9-c9b099a8adf5?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,15.00 EUR,Kids' Shoe Care,Kids' Shoe Care,Crep Protect,new,Multicolored,660902996995,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,No,Crep Protect,Male|Female|Children,
SX7589_010_M_CNF,U jordan crew - nba,"<html><body><p> focused footwork: nba edition&hellip; jordan nba crew sokid pakuvad toetavat istuvust ja tunnetust. ümbritsev kaareriba haarab jalga, samal ajal kui tsooniline pehmendus aitab põrutusi neelata, kui jooksete väljakul&hellip; toote omadused: zonaalne pehmendus aitab absorbeerida lööki&hellip; kaarepael pakub mugavat ja turvalist istuvust&hellip; toote omaduste alapealkirjad: higi eemaldav tehnoloogia aitab sul kuivana ja mugavalt püsida&hellip; toote omaduste alapealkirjad: higi ee Vaata lähemalt ballzy.eu.",http://ballzy.eu/lt/product/u-jordan-crew-nba-sx7589-010-m-cnf,https://o.cropink.com/i/p-i/7f35004f-46a0-48e6-83ae-a4ce8e0667ac?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,24.00 EUR,Men's Socks,Men's Socks,Jordan,new,Black,191885518213,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Basketball,in stock,No,Jordan,Male|Female|Children,
CK6784_010_S_CNF,Lbj u nk elt crew,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/lt/product/lbj-u-nk-elt-crew-ck6784-010-s-cnf,https://o.cropink.com/i/p-i/a4dfcdba-82dd-4b91-bea3-f09398ce7cd1?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,14.00 EUR,Men's Socks,Men's Socks,Nike,new,Black,194498608258,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,Nike,Male,7.00 EUR
65-623Z_CNF,2016 olyp rbr estonia,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/lt/product/2016-olyp-rbr-estonia-65-623z-cnf,https://o.cropink.com/i/p-i/4a3a7ee2-6a6e-4013-a51c-50707ce263ca?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,19.00 EUR,Kids' Basketballs,Kids' Basketballs,Spalding,new,5980,029321656239,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Basketball,in stock,No,Spalding,Male|Children,
8235SCN_CNF,Net heavy duty,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/lt/product/net-heavy-duty-8235scn-cnf,https://o.cropink.com/i/p-i/b75e1970-936b-44bd-92a2-90e539bef6bf?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,11.00 EUR,Kids' Accessories,Kids' Accessories,Spalding,new,Multicolored,689344408637,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Basketball,in stock,No,Spalding,Male|Female|Children,
8279SCN_CNF,Net poly bag c,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/lt/product/net-poly-bag-c-8279scn-cnf,https://o.cropink.com/i/p-i/131a7f65-19d8-4fd8-bdb2-cb7e00dabfbc?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,5.00 EUR,Kids' Basketball Hoops,Kids' Basketball Hoops,Spalding,new,5980,689344407852,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Basketball,in stock,No,Spalding,Male|Children,
83-428Z_CNF,2016 olyp rbr lietuva,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/lt/product/2016-olyp-rbr-lietuva-83-428z-cnf,https://o.cropink.com/i/p-i/aeeeb4e4-7a17-42cf-93c0-279a9009a61b?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,24.00 EUR,Kids' Basketballs,Kids' Basketballs,Spalding,new,5980,029321834286,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Basketball,in stock,No,Spalding,Male|Children,
83-463Z_CNF,2016 olyp rbr lietuva,Spordiriided ballzy veebipoest. Vaata lähemalt ballzy.eu.,http://ballzy.eu/lt/product/2016-olyp-rbr-lietuva-83-463z-cnf,https://o.cropink.com/i/p-i/6e269f7b-22d9-4269-a221-bfbdcb0930d0?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,19.00 EUR,Kids' Basketballs,Kids' Basketballs,Spalding,new,5980,029321834637,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Basketball,in stock,No,Spalding,Male|Children,
BD7632_7.5_CNF,Handball spezial,"<html><body><p> esmakordselt 1979. aastal eliitkäsipallurite jaoks kasutusele võetud kingad on nüüdseks armastatud oma klassikalise stiili tõttu. see versioon on valmistatud lehma mokkast pealsest, mis tagab paindliku tunde. pehme kummist välistald hoiab neid oma vintage-juurtele truuks. </p></body></html> Vaata lähemalt ballzy.eu.",http://ballzy.eu/lt/product/handball-spezial-bd7632-7-5-cnf,https://o.cropink.com/i/p-i/9bc1c596-004e-4574-9ac4-7d8f12bb38fe?cropink-po=66493d5b-c2aa-4c3d-b29f-429f46ee3661,in stock,119.00 EUR,Women's Street Shoes,Women's Street Shoes,adidas Originals,new,Blue,4060512040822,EUR,Vaata lähemalt ballzy.eu,adult,male  ,Lifestyle,in stock,Yes,adidas Originals,Male|Female,99.00 EUR
